script	school	kind	fields_json	levels_json	calls	attrs
纯阳\天道剑势_三环套月.lua	纯阳	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown	nCostRage;nCostSprintPower;nMaxRadius;nAngleRange
纯阳\天道剑势_人剑合一.lua	纯阳	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown	nCostRage;nCostSprintPower;nMaxRadius;nAreaRadius;nAngleRange
纯阳\天道剑势_人剑合一对敌人_等级1.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级10.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级11.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级12.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级13.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级14.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级15.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级16.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级17.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级18.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级19.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级2.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级20.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级21.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级22.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级3.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级4.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级5.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级6.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级7.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级8.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一对敌人_等级9.lua	纯阳	plain	{}	[]		
纯阳\天道剑势_人剑合一敌人气场.lua	纯阳	bytecode	{}	[]	ClearCDTime	bIgnorePrepareState;nCostRage;nMaxRadius;nAreaRadius;nAngleRange
纯阳\天道剑势_人剑合一自己气场.lua	纯阳	bytecode	{}	[]		bIgnorePrepareState;nCostRage;nMaxRadius;nAreaRadius;nAngleRange
纯阳\天道剑势_剑飞惊天.lua	纯阳	bytecode	{}	[]	SetNormalCoolDown;SetCheckCoolDown	nPrepareFrames;nCostMana;nCostSprintPower;nWeaponDamagePercent;nMinRadius;nMaxRadius;nAngleRange;nBreakRate;nDismountingRate;nBulletVelocity
纯阳\天道剑势_大道无术.lua	纯阳	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown	nCostMana;nCostSprintPower;bIsAccumulate;nMaxRadius;nAngleRange;nBreakRate
纯阳\天道剑势_天地无极.lua	纯阳	bytecode	{}	[]	SetPublicCoolDown;SetNormalCoolDown;SetCheckCoolDown	nPrepareFrames;nCostRage;nMinRadius;nMaxRadius;nAngleRange;nBulletVelocity
纯阳\天道剑势_无我无剑.lua	纯阳	bytecode	{}	[]	SetPublicCoolDown;SetCheckCoolDown;ClearCDTime	nCostRage;nCostSprintPower;bIsAccumulate;nMaxRadius;nAngleRange
纯阳\子技能_七星拱瑞_NPC.lua	纯阳	bytecode	{}	[]		nCostMana;nMaxRadius;nAngleRange
纯阳\子技能_七星拱瑞_player.lua	纯阳	bytecode	{}	[]		nCostMana;nMaxRadius;nAngleRange
纯阳\子技能_三才化生_10点气.lua	纯阳	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "8 * nSubsection *1.4"}	[{"nAddRage": "0", "nCostRage": "10", "nDamageBase": "24", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "26", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "28", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "29", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "31", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "33", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "35", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "37", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "38", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "40", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "42", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "44", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "46", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "47", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "49", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "51", "nDamageRand": "0"}]		CALL_NEUTRAL_DAMAGE;CAST_SKILL_TARGET_SRC;EXECUTE_SCRIPT;EXECUTE_SCRIPT_WITH_PARAM;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
纯阳\子技能_三才化生_1点气.lua	纯阳	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "8 * nSubsection * 1.4"}	[{"nAddRage": "0", "nCostRage": "10", "nDamageBase": "24", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "26", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "28", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "29", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "31", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "33", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "35", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "37", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "38", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "40", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "42", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "44", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "46", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "47", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "49", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "51", "nDamageRand": "0"}]		CALL_NEUTRAL_DAMAGE;CAST_SKILL_TARGET_SRC;EXECUTE_SCRIPT;EXECUTE_SCRIPT_WITH_PARAM;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
纯阳\子技能_三才化生_2点气.lua	纯阳	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "8 * nSubsection *1.4"}	[{"nAddRage": "0", "nCostRage": "10", "nDamageBase": "24", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "26", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "28", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "29", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "31", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "33", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "35", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "37", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "38", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "40", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "42", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "44", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "46", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "47", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "49", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "51", "nDamageRand": "0"}]		CALL_NEUTRAL_DAMAGE;CAST_SKILL_TARGET_SRC;EXECUTE_SCRIPT;EXECUTE_SCRIPT_WITH_PARAM;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
纯阳\子技能_三才化生_3点气.lua	纯阳	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "8 * nSubsection *1.4"}	[{"nAddRage": "0", "nCostRage": "10", "nDamageBase": "24", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "26", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "28", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "29", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "31", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "33", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "35", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "37", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "38", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "40", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "42", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "44", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "46", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "47", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "49", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "51", "nDamageRand": "0"}]		CALL_NEUTRAL_DAMAGE;CAST_SKILL_TARGET_SRC;EXECUTE_SCRIPT;EXECUTE_SCRIPT_WITH_PARAM;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
纯阳\子技能_三才化生_4点气.lua	纯阳	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "8 * nSubsection *1.4"}	[{"nAddRage": "0", "nCostRage": "10", "nDamageBase": "24", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "26", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "28", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "29", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "31", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "33", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "35", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "37", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "38", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "40", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "42", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "44", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "46", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "47", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "49", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "51", "nDamageRand": "0"}]		CALL_NEUTRAL_DAMAGE;CAST_SKILL_TARGET_SRC;EXECUTE_SCRIPT;EXECUTE_SCRIPT_WITH_PARAM;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
纯阳\子技能_三才化生_5点气.lua	纯阳	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "8 * nSubsection *1.4"}	[{"nAddRage": "0", "nCostRage": "10", "nDamageBase": "24", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "26", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "28", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "29", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "31", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "33", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "35", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "37", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "38", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "40", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "42", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "44", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "46", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "47", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "49", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "51", "nDamageRand": "0"}]		CALL_NEUTRAL_DAMAGE;CAST_SKILL_TARGET_SRC;EXECUTE_SCRIPT;EXECUTE_SCRIPT_WITH_PARAM;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
纯阳\子技能_三才化生_6点气.lua	纯阳	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "8 * nSubsection *1.4"}	[{"nAddRage": "0", "nCostRage": "10", "nDamageBase": "24", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "26", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "28", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "29", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "31", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "33", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "35", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "37", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "38", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "40", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "42", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "44", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "46", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "47", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "49", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "51", "nDamageRand": "0"}]		CALL_NEUTRAL_DAMAGE;CAST_SKILL_TARGET_SRC;EXECUTE_SCRIPT;EXECUTE_SCRIPT_WITH_PARAM;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
纯阳\子技能_三才化生_7点气.lua	纯阳	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "8 * nSubsection *1.4"}	[{"nAddRage": "0", "nCostRage": "10", "nDamageBase": "24", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "26", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "28", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "29", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "31", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "33", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "35", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "37", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "38", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "40", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "42", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "44", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "46", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "47", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "49", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "51", "nDamageRand": "0"}]		CALL_NEUTRAL_DAMAGE;CAST_SKILL_TARGET_SRC;EXECUTE_SCRIPT;EXECUTE_SCRIPT_WITH_PARAM;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
纯阳\子技能_三才化生_8点气.lua	纯阳	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "8 * nSubsection *1.4"}	[{"nAddRage": "0", "nCostRage": "10", "nDamageBase": "24", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "26", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "28", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "29", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "31", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "33", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "35", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "37", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "38", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "40", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "42", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "44", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "46", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "47", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "49", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "51", "nDamageRand": "0"}]		CALL_NEUTRAL_DAMAGE;CAST_SKILL_TARGET_SRC;EXECUTE_SCRIPT;EXECUTE_SCRIPT_WITH_PARAM;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
纯阳\子技能_三才化生_9点气.lua	纯阳	plain	{"nMaxRadius": "20 * LENGTH_BASE", "nAngleRange": "256", "nAreaRadius": "8 * LENGTH_BASE", "nChannelInterval": "8 * nSubsection *1.4"}	[{"nAddRage": "0", "nCostRage": "10", "nDamageBase": "24", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "26", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "28", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "29", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "31", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "33", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "35", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "37", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "38", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "40", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "42", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "44", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "46", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "47", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "49", "nDamageRand": "0"}, {"nAddRage": "0", "nCostRage": "10", "nDamageBase": "51", "nDamageRand": "0"}]		CALL_NEUTRAL_DAMAGE;CAST_SKILL_TARGET_SRC;EXECUTE_SCRIPT;EXECUTE_SCRIPT_WITH_PARAM;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
纯阳\子技能_两仪交合_1点气.lua	纯阳	bytecode	{}	[]		nChannelInterval;nCostRage;nMaxRadius;nAngleRange;nBrokenRate
纯阳\子技能_两仪交合_2点气.lua	纯阳	bytecode	{}	[]		nChannelInterval;nCostRage;nMaxRadius;nAngleRange;nBrokenRate
纯阳\子技能_两仪交合_3点气.lua	纯阳	bytecode	{}	[]		nChannelInterval;nCostRage;nMaxRadius;nAngleRange;nBrokenRate
纯阳\子技能_两仪交合_4点气.lua	纯阳	bytecode	{}	[]		nChannelInterval;nCostRage;nMaxRadius;nAngleRange;nBrokenRate
纯阳\子技能_两仪交合_5点气.lua	纯阳	bytecode	{}	[]		nChannelInterval;nCostRage;nMaxRadius;nAngleRange;nBrokenRate
纯阳\子技能_九转归一伤害触发.lua	纯阳	plain	{"nMaxRadius": "30 * LENGTH_BASE", "bIgnorePrepareState": "true", "nAngleRange": "256", "nChannelInterval": "380*0.8"}	[{"nAddRage": "0", "nCostRage": "0", "nDamageBase": "29", "nDamageRand": "5"}]		CALL_NEUTRAL_DAMAGE;EXECUTE_SCRIPT;SKILL_NEUTRAL_DAMAGE;SKILL_NEUTRAL_DAMAGE_RAND
纯阳\子技能_人剑合一_NPC调用敌对.lua	纯阳	plain	{"nMaxRadius": "5 * LENGTH_BASE", "nAngleRange": "256"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EMPLOYER_CAST_SKILL_TARGET_SELF
纯阳\子技能_回气.lua	纯阳	plain	{"bIgnorePrepareState": "true", "nMaxRadius": "5 * LENGTH_BASE", "nAngleRange": "256"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}, {"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		ACCUMULATE
纯阳\子技能_大道无术_10点气.lua	纯阳	plain	{"nMaxRadius": "8 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT;EXECUTE_SCRIPT_WITH_PARAM
纯阳\子技能_大道无术_1点气.lua	纯阳	plain	{"nMaxRadius": "8 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT_WITH_PARAM
纯阳\子技能_大道无术_2点气.lua	纯阳	plain	{"nMaxRadius": "8 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT_WITH_PARAM
纯阳\子技能_大道无术_3点气.lua	纯阳	plain	{"nMaxRadius": "8 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT_WITH_PARAM
纯阳\子技能_大道无术_4点气.lua	纯阳	plain	{"nMaxRadius": "8 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT_WITH_PARAM
纯阳\子技能_大道无术_5点气.lua	纯阳	plain	{"nMaxRadius": "8 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT_WITH_PARAM
纯阳\子技能_大道无术_6点气.lua	纯阳	plain	{"nMaxRadius": "8 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT_WITH_PARAM
纯阳\子技能_大道无术_7点气.lua	纯阳	plain	{"nMaxRadius": "8 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT_WITH_PARAM
纯阳\子技能_大道无术_8点气.lua	纯阳	plain	{"nMaxRadius": "8 * LENGTH_BASE", "nAngleRange": "128"}	[{"nDamageBase": "0", "nDamageRand": "0", "nCostMana": "0"}]		EXECUTE_SCRIPT_WITH_PARAM
