ID	Name	DisplayName	Perform	Broadcast	MaxLootRange	bCanPK	bCanDuel	Type	MaxCopyCount	FarmerMaxCopyCount	MinPlayerCount	MaxPlayerCount	MaxFullLevelPlayerCount	MaxFarmerCount	KeepTime	ManualReset	RefreshCycle	RefreshOffset	MapDrop	ReviveInSitu	UseLastEntry	LimitTimes	BanSkillMask	BattleRelationMask	RevieCycle	AllScenePlayerInFight	ResourcePath	MiniMapResourcePath	ScriptFile	LoginIntervalTime	PreQueuePlayerCount	DoNotGoThroughRoof	QuestCountAchID	CampType	FightList	NeedCampBuff	MaxMapLevel	bCanTongWar	CanJoinBattleField	BanUseItemMask	CanJoinArena	IsArenaMap	NewCampFight	CanJoinTongBattlefield	MapCostThew	InvalidBuffMask	SingleMap	BanChangeTalent	CanSprint	DisableChangeEquip	DisableTalk	QueueForSwitchWhenFull	CampQueue	MaxNeutralPlayerCount	MaxGoodPlayerCount	MaxEvilPlayerCount	InvalidEnchantMask	ForceCheckProgress	IsTongWarMap	MaxCastleVIPPlayerCount	CanJoinCastleVIPQueue	BanTradeItemMask	CanTradeMoney	BanEquipItemMask	CanExistItemMask	IsBattlefield	IsDungeonRoleProgressMap	MapCostVigor	SyncTempData	IsTongLeagueMap	OperationMask	EnableNav	EnableNavAutoFly	AutoSelectIndex	LackMapPakBitIndex	NavWaterG
303	历战_空雾峰	历战_空雾峰	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_空雾峰\历战_空雾峰.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
304	历战_天子峰	历战_天子峰	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_天子峰\历战_天子峰.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
305	历战_寂灭厅	历战_寂灭厅	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_寂灭厅\历战_寂灭厅.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
306	历战_毒神殿	历战_毒神殿	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_毒神殿\历战_毒神殿.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
307	历战_荻花圣殿	历战_荻花圣殿	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_荻花圣殿\历战_荻花圣殿.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
308	历战_风雷刀谷	历战_风雷刀谷	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_风雷刀谷\历战_风雷刀谷.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
309	历战_风雨稻香村	历战_风雨稻香村	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_风雨稻香村\历战_风雨稻香村.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
310	历战_灵霄峡	历战_灵霄峡	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_灵霄峡\历战_灵霄峡.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
311	历战_南诏皇宫	历战_南诏皇宫	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_南诏皇宫\历战_南诏皇宫.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
312	历战_日轮山城	历战_日轮山城	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_日轮山城\历战_日轮山城.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
313	历战_天地三才阵	历战_天地三才阵	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_天地三才阵\历战_天地三才阵.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
314	历战_无盐岛	历战_无盐岛	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_无盐岛\历战_无盐岛.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
315	历战_英雄风雨稻香村	历战_英雄风雨稻香村	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_英雄风雨稻香村\历战_英雄风雨稻香村.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
316	历战_荻花洞窟	历战_荻花洞窟	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_荻花洞窟\历战_荻花洞窟.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
317	历战_烛龙殿	历战_烛龙殿	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_烛龙殿\历战_烛龙殿.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
318	历战_持国天王殿	历战_持国天王殿	100	2	4	0	0	1	1024		1	10			2	0	1440	420		0	1	0	131	0	0	0	data\source\maps\历战_持国天王殿\历战_持国天王殿.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		131	0	0	0			1	0	0	0	0	1	1				1	1	1	0			50			7	0	0			10
321	思过园	思过园	100	1	2	0	1	3	1024		1	1800			2	0	0	0		1	0	0	16	0	0	0	data\source\maps\思过园\思过园.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	0		16	0	0	1			1	0	0	0	0	2	0				1	1	1	0							0	0			10
322	洛道_李渡城	李渡鬼域	100	4	6	0	0	2	1024		1	100			2	0	0	0		0	1	0	2	2	160	0	data\source\maps\洛道_李渡城\洛道_李渡城.jsonmap			0	0	0		5	0	0		0	0	16	0	0	0	0		256	0	0	0			1	0	0	0	0	2	0				2	0	2	1	1					7	0	0			10
323	帮会狼牙堡_辉天堑	帮会狼牙堡_辉天堑	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会狼牙堡_辉天堑\帮会狼牙堡_辉天堑.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0						7	1	0			10
324	帮会狼牙堡_狼神殿	帮会狼牙堡_狼神殿	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会狼牙堡_狼神殿\帮会狼牙堡_狼神殿.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0						7	1	0			10
325	洞天福地岛	洞天福地岛	100	1	2	1	1	0	1		1	1900	1200	100	10	0	0	0		1	0	0	0	0	0	0	data\source\maps\洞天福地岛\洞天福地岛.jsonmap			0	0	0	6391	1	0	0		1	1	16	1	0	1	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0							1	1			10
330	龙泉府	龙泉府	100	1	2	1	1	0	1		1	1100	1000	100	10	0	0	0		1	0	0	0	0	0	0	data\source\maps\龙泉府\龙泉府.jsonmap			0	0	0	6392	4	0	0		1	1	16	1	0	1	0		0	0	0	1			1	1	100	500	500	2	0				1	1	1	0							1	1			10
331	九寨沟	九寨沟	100	1	2	0	1	0	1		1	1200	1170		10	0	0	0		1	0	0	0	0	0	0	data\source\maps\九寨沟\九寨沟.jsonmap			0	0	0		1	0	0	0	0	1	16	1	0	0	0		0	0	0	1			1	0	0	0	0	2					1	1	1	0							0	0			10
332	侠客岛	侠客岛	100	1	2	0	1	0	6		1	1200	1150	100	10	0	0	0	3	1	0	0	16	0	0	0	data\source\maps\侠客岛\侠客岛.jsonmap			0	0	0	6388	1	0	0		0	1	16	1	0	0	1		16	0	0	1			1	0	0	0	0	2	0				1	1	1	0				1			1	1	1		10
333	蓬莱	蓬莱	100	2	2	0	1	0	2		1	1500	1200	100	10	0	0	0		1	0	0	0	0	0	0	data\source\maps\蓬莱\蓬莱.jsonmap			0	0	0	6389	1	0	0		0	1	16	1	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0							1	1	1		10
334	经首道源岛	经首道源岛	100	1	2	1	1	0	1		1	1000	900	50	10	0	0	0		1	0	0	0	0	0	0	data\source\maps\经首道源岛\经首道源岛.jsonmap			0	0	0	6390	4	0	0	0	1	1	16	1	0	0	0		0	0	0	1			1	1	100	450	450	2					1	1	1	0							1	1			10
337	洞天福地岛_泥兰洞天	泥兰洞天	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\洞天福地岛_泥兰洞天\洞天福地岛_泥兰洞天.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			50				1	0			10
338	1024_昼夜循环	1024_昼夜循环	100	2	4	1	1	0	1		1	1200			10	1	0	0		1	1	5	0	0	0	0	data\source\maps\1024_昼夜循环\1024_昼夜循环.jsonmap			0	0	0		5	0	0		0	0	16	0	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0							0	0			10
339	经首道源岛_大衍盘丝洞	大衍盘丝洞	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\经首道源岛_大衍盘丝洞\经首道源岛_大衍盘丝洞.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			50				1	0			10
340	龙泉府_镜泊湖	镜泊湖	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\龙泉府_镜泊湖\龙泉府_镜泊湖.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			50				1	0			10
341	冰火岛_荒血路	冰火岛·荒血路	100	3	6	0	0	1	1024		1	10			5	0	4320	6180		0	1	0	128	0	0	0	data\source\maps\冰火岛_荒血路\冰火岛_荒血路.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
342	蓬莱_九辩馆	九辩馆	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\蓬莱_九辩馆\蓬莱_九辩馆.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			50				1	0			10
343	英雄侠客岛_迷渊岛	英雄迷渊岛	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄侠客岛_迷渊岛\英雄侠客岛_迷渊岛.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120				1	0			10
344	浮丘岛	浮丘岛	100	1	4	0	0	1	4096	300	1	1			2	0	0	0		1	1	0	8	0	0	0	data\source\maps\浮丘岛\浮丘岛.jsonmap			20	0	0		1	0	0	0	0	0	16	0	0	0	0		0	0	0	1			1	0	0	0	0	2	0		0	0	1	1	1	0							0	0			10
347	冰火岛_青莲狱	冰火岛·青莲狱	100	3	6	0	0	1	1024		1	10			5	0	4320	6180		0	1	0	128	0	0	0	data\source\maps\冰火岛_青莲狱\冰火岛_青莲狱.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
348	英雄冰火岛_青莲狱	英雄冰火岛·青莲狱	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄冰火岛_青莲狱\英雄冰火岛_青莲狱.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
349	挑战冰火岛_青莲狱	挑战冰火岛·青莲狱	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\挑战冰火岛_青莲狱\挑战冰火岛_青莲狱.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
350	帮会冰火岛_青莲狱	试炼冰火岛·青莲狱	100	3	6	0	0	1	512		1	25			2	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会冰火岛_青莲狱\帮会冰火岛_青莲狱.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0						7	1	0			10
354	英雄冰火岛_荒血路	英雄冰火岛·荒血路	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄冰火岛_荒血路\英雄冰火岛_荒血路.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
355	英雄大衍盘丝洞	英雄大衍盘丝洞	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄大衍盘丝洞\英雄大衍盘丝洞.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120				1	0			10
356	英雄洞天福地岛_泥兰洞天	英雄泥兰洞天	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄洞天福地岛_泥兰洞天\英雄洞天福地岛_泥兰洞天.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120				1	0			10
357	英雄镜泊湖	英雄镜泊湖	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄镜泊湖\英雄镜泊湖.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120				1	0			10
358	侠客岛_迷渊岛	迷渊岛	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\侠客岛_迷渊岛\侠客岛_迷渊岛.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			50				1	0			10
359	英雄蓬莱_九辩馆	英雄九辩馆	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄蓬莱_九辩馆\英雄蓬莱_九辩馆.jsonmap			0	0	1		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120				1	0			10
360	挑战冰火岛_荒血路	挑战冰火岛·荒血路	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\挑战冰火岛_荒血路\挑战冰火岛_荒血路.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
361	帮会冰火岛_荒血路	试炼冰火岛·荒血路	100	3	6	0	0	1	512		1	25			2	0	10080	6180		0	1	0	128	0	0	0	data\source\maps\帮会冰火岛_荒血路\帮会冰火岛_荒血路.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0						7	1	0			10
362	墟海之眼	墟海之眼	100	6	1	0	0	2	2048		1	1024			2	0	0	0		0	0	0	8	2	0	0	data\source\maps\墟海之眼\墟海之眼.jsonmap			0	0	0		4	0	0		0	0	1	0	1	0	0		8	0	0	0	1		1	0	0	0	0	4	0				2	0	1	0						7	0	0			10
364	尘归海_巨冥湾	尘归海·巨冥湾	100	3	6	0	0	1	1024		1	10			5	0	4320	6180		0	1	0	128	0	0	0	data\source\maps\尘归海_巨冥湾\尘归海_巨冥湾.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
365	英雄尘归海_巨冥湾	英雄尘归海·巨冥湾	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄尘归海_巨冥湾\英雄尘归海_巨冥湾.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
366	挑战尘归海_巨冥湾	挑战尘归海·巨冥湾	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\挑战尘归海_巨冥湾\挑战尘归海_巨冥湾.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
368	尘归海_饕餮洞	尘归海·饕餮洞	100	3	6	0	0	1	1024		1	10			5	0	4320	6180		0	1	0	128	0	0	0	data\source\maps\尘归海_饕餮洞\尘归海_饕餮洞.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
369	英雄尘归海_饕餮洞	英雄尘归海·饕餮洞	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\英雄尘归海_饕餮洞\英雄尘归海_饕餮洞.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
370	挑战尘归海_饕餮洞	挑战尘归海·饕餮洞	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\挑战尘归海_饕餮洞\挑战尘归海_饕餮洞.jsonmap			0	0	1		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
406	鲲鹏岛_周天屿	英雄周天屿	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\鲲鹏岛_周天屿\鲲鹏岛_周天屿.jsonmap			0	0	0		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120				1	0			10
407	挑战鲲鹏岛_周天屿	挑战周天屿	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\挑战鲲鹏岛_周天屿\挑战鲲鹏岛_周天屿.jsonmap			0	0	0		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120				1	0			10
410	海岛绝境	沧溟绝境	100	4	5	0	0	2	512		1	118			2	0	0	0		0	1	0	512	2	160	0	data\source\maps\海岛绝境\海岛绝境.jsonmap			0	0	0		5	0	0		0	0	4	0	0	0	0		8	0	1	1			1	0	0	0	0	2	0				4	0	2	1	1					7	0	0			10
411	鲲鹏岛	鲲鹏岛	100	2	2	1	1	0	1		1	1000		100	10	0	0	0		1	0	0	0	0	0	0	data\source\maps\鲲鹏岛\鲲鹏岛.jsonmap			0	0	0	7068	4	0	0		0	1	16	1	0	0	1		0	0	0	1			1	1	100	450	450	2	0				1	1	1	0							1	1			10
412	列星岛	列星岛	100	1	2	0	0	2	1024		1	14			2	0	0	0		0	1	0	512	2	160	0	data\source\maps\列星岛\列星岛.jsonmap			0	0	0		5	0	0		0	0	1	0	0	0	0		8	0	0	0			1	0	0	0	0	2	0				2	0	2	1	1					7	0	0			10
413	望扬镇_压力测试	望扬镇_压力测试	100	1	2	0	1	0	1		1	1500	1200		10	0	0	0		1	0	0	0	0	0	0	data\source\maps\望扬镇_压力测试\望扬镇_压力测试.jsonmap			0	0	0		1	0	0		0	1	16	1	0	0	1		16	0	0	1			1	0	0	0	0	2	0				1	1	1	0							0	0			10
414	扬州_望扬镇_家园_004	扬州_望扬镇_家园_004	100	1	2	0	1	1	1024		1	1500	1200		10	0	0	0		1	0	0	0	0	0	0	data\source\maps\扬州_望扬镇_家园_004\扬州_望扬镇_家园_004.jsonmap			0	0	0		1	0	0		0	0	16	0	0	0	1		16	0	0	1			1	0	0	0	0	2	0				1	1	1	0							0	0			10
415	野狸岛	野狸岛	100	4	5	0	0	2	512		1	24			2	0	0	0		0	1	0	3	1	0	0	data\source\maps\野狸岛\野狸岛.jsonmap			0	0	0		5	0	0		0	0	4	0	0	0	0		256	0	1	0			1	0	0	0	0	2	0				2	0	1	0	1					7	0	0			10
417	HD登陆界面_蓬莱001	HD登陆界面_蓬莱001	100	2	4	1	1	0	1		1	1200			10	1	0	0		1	1	5	0	0	0	0	data\source\maps\HD登陆界面_蓬莱001\HD登陆界面_蓬莱001.jsonmap			0	0	0		5	0	0		0	0	16	0	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0							0	0			10
418	HD商城_001_1024	HD商城_001_1024	100	2	4	1	1	0	1		1	1200			10	1	0	0		1	1	5	0	0	0	0	data\source\maps\HD商城_001_1024\HD商城_001_1024.jsonmap			0	0	0		5	0	0		0	0	16	0	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0							0	0			10
419	凌雪阁	凌雪阁	100	2	2	0	1	0	2		1	1500	1200	100	10	0	0	0		1	0	0	0	0	0	0	data\source\maps\凌雪阁\凌雪阁.jsonmap			0	0	0	7223	1	0	0		0	1	16	1	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0				1			1	1	1		10
420	HD登陆界面002_空	HD登陆界面002_空	100	2	4	1	1	0	1		1	1200			10	1	0	0		1	1	5	0	0	0	0	data\source\maps\HD登陆界面002_空\HD登陆界面002_空.jsonmap			0	0	0		5	0	0		0	0	16	0	0	0	0		0	0	0	1			1	0	0	0	0	2	0				1	1	1	0							0	0			10
421	浪客行_悬棺裂谷	浪客行·悬棺裂谷	100	3	4	0	0	1	4096		1	5			1	0	0	420		0	1	0	512	0	0	0	data\source\maps\浪客行_悬棺裂谷\浪客行_悬棺裂谷.jsonmap			0	0	1		1	1	0		0	0	4	0	0	0	0		171	0	0				1	0	0	0	0	1	1				4	0	2	1			120			7	1	0			10
422	浪客行_草原路	浪客行·桑珠草原	100	3	4	0	0	1	4096		1	5			1	0	0	420		0	1	0	512	0	0	0	data\source\maps\浪客行_草原路\浪客行_草原路.jsonmap			0	0	1		1	1	0		0	0	4	0	0	0	0		171	0	0				1	0	0	0	0	1	1				4	0	2	1			120			7	1	0			10
423	浪客行_东水寨	浪客行·东水寨	100	3	4	0	0	1	4096		1	5			1	0	0	420		0	1	0	512	0	0	0	data\source\maps\浪客行_东水寨\浪客行_东水寨.jsonmap			0	0	1		1	1	0		0	0	4	0	0	0	0		171	0	0				1	0	0	0	0	1	1				4	0	2	1			120			7	1	0			10
424	浪客行_竹林路	浪客行·湘竹溪	100	3	4	0	0	1	4096		1	5			1	0	0	420		0	1	0	512	0	0	0	data\source\maps\浪客行_竹林路\浪客行_竹林路.jsonmap			0	0	1		1	1	0		0	0	4	0	0	0	0		171	0	0				1	0	0	0	0	1	1				4	0	2	1			120			7	1	0			10
425	浪客行_鬼镇	浪客行·荒魂镇	100	3	4	0	0	1	4096		1	5			1	0	0	420		0	1	0	512	0	0	0	data\source\maps\浪客行_鬼镇\浪客行_鬼镇.jsonmap			0	0	1		1	1	0		0	0	4	0	0	0	0		171	0	0				1	0	0	0	0	1	1				4	0	2	1			120			7	1	0			10
426	敖龙岛	敖龙岛	100	3	6	0	0	1	1024		1	10			5	0	4320	6180		0	1	0	128	0	0	0	data\source\maps\敖龙岛\敖龙岛.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
427	25人普通敖龙岛	25人普通敖龙岛	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\25人普通敖龙岛\25人普通敖龙岛.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
428	25人英雄敖龙岛	25人英雄敖龙岛	100	3	6	0	0	1	512		1	25			2	1	10080	6180		0	1	0	128	0	0	0	data\source\maps\25人英雄敖龙岛\25人英雄敖龙岛.jsonmap			0	0	0		1	1	0		0	0	16	0	0	0	0		128	0	0	0			1					1	1				1	1	1	0		1	120				1	0			10
431	凌雪阁_别鹤南墅	玄鹤别院	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\凌雪阁_别鹤南墅\凌雪阁_别鹤南墅.jsonmap			0	0	0		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			50				1	0			10
432	英雄凌雪阁_别鹤南墅	英雄玄鹤别院	100	3	4	0	0	1	1024		1	5			2	1	1440	420		0	1	0	128	0	0	0	data\source\maps\英雄凌雪阁_别鹤南墅\英雄凌雪阁_别鹤南墅.jsonmap			0	0	0		1	1	0	0	0	0	16	0	0	0	0		131	0	0	0								1	1				1	1	1	0			120				1	0			10
433	浪客行_客栈	浪客行·有间客栈	100	3	4	0	0	1	4096		1	5			1	0	0	420		0	1	0	512	0	0	0	data\source\maps\浪客行_客栈\浪客行_客栈.jsonmap			0	0	1		1	1	0		0	0	4	0	0	0	0		171	0	0				1	0	0	0	0	1	1				4	0	2	1			120			7	1	0			10
434	浪客行_森林路	浪客行·绥梦山	100	3	4	0	0	1	4096		1	5			1	0	0	420		0	1	0	512	0	0	0	data\source\maps\浪客行_森林路\浪客行_森林路.jsonmap			0	0	1		1	1	0		0	0	4	0	0	0	0		171	0	0				1	0	0	0	0	1	1				4	0	2	1			120			7	1	0			10
435	浪客行_华清宫回忆录	浪客行·华清宫	100	3	4	0	0	1	4096		1	5			1	0	0	420		0	1	0	512	0	0	0	data\source\maps\浪客行_华清宫回忆录\浪客行_华清宫回忆录.jsonmap			0	0	1		1	1	0		0	0	4	0	0	0	0		171	0	0				1	0	0	0	0	1	1				4	0	2	1			120			7	1	0			10
436	浪客行_枫华谷	浪客行·枫阳村	100	3	4	0	0	1	4096		1	5			1	0	0	420		0	1	0	512	0	0	0	data\source\maps\浪客行_枫华谷\浪客行_枫华谷.jsonmap			0	0	1		1	1	0		0	0	4	0	0	0	0		171	0	0				1	0	0	0	0	1	1				4	0	2	1			120			7	1	0			10
437	浪客行_空雾峰	浪客行·荒雪路	100	3	4	0	0	1	4096		1	5			1	0	0	420		0	1	0	512	0	0	0	data\source\maps\浪客行_空雾峰\浪客行_空雾峰.jsonmap			0	0	1		1	1	0		0	0	4	0	0	0	0		171	0	0				1	0	0	0	0	1	1				4	0	2	1			120			7	1	0			10
438	浪客行_荻花宫前山	浪客行·古祭坛	100	3	4	0	0	1	4096		1	5			1	0	0	420		0	1	0	512	0	0	0	data\source\maps\浪客行_荻花宫前山\浪客行_荻花宫前山.jsonmap			0	0	1		1	1	0		0	0	4	0	0	0	0		171	0	0				1	0	0	0	0	1	1				4	0	2	1			120			7	1	0			10
